commune,timestamp,temperature_c,humidite_pct,rayonnement_solaire_wm2,vitesse_vent_kmh,precipitation_mm,date,day,day_of_week,month,season,hour
Nantes,2023-11-27 07:00:00,5.8,48.2,339.6,24.2,0.0,2023-11-27,27,0,11,Automne,7
Nantes,2023-11-27 08:00:00,16.0,62.3,733.3,25.4,0.0,2023-11-27,27,0,11,Automne,8
Nantes,2023-11-27 09:00:00,14.5,89.1,144.8,17.8,0.0,2023-11-27,27,0,11,Automne,9
Nantes,2023-11-27 10:00:00,14.1,37.2,88.4,19.4,0.0,2023-11-27,27,0,11,Automne,10
Nantes,2023-11-27 11:00:00,9.0,35.2,689.4,3.6,0.0,2023-11-27,27,0,11,Automne,11
Nantes,2023-11-27 12:00:00,8.3,65.2,119.5,1.4,0.0,2023-11-27,27,0,11,Automne,12
Nantes,2023-11-27 14:00:00,12.7,66.0,358.8,21.4,0.0,2023-11-27,27,0,11,Automne,14
Nantes,2023-11-27 16:00:00,13.9,57.2,700.8,39.4,11.9,2023-11-27,27,0,11,Automne,16
Nantes,2023-11-27 17:00:00,12.3,49.6,77.7,18.6,12.0,2023-11-27,27,0,11,Automne,17
Nantes,2023-11-27 18:00:00,18.1,58.2,714.0,14.3,0.0,2023-11-27,27,0,11,Automne,18
Nantes,2023-11-27 19:00:00,10.7,45.5,658.6,31.1,0.0,2023-11-27,27,0,11,Automne,19
Nantes,2023-11-27 20:00:00,11.3,37.6,713.5,25.3,0.0,2023-11-27,27,0,11,Automne,20
Nantes,2023-11-27 21:00:00,16.8,46.7,45.8,10.2,11.3,2023-11-27,27,0,11,Automne,21
Nantes,2023-11-27 22:00:00,11.7,53.5,8.9,20.6,0.0,2023-11-27,27,0,11,Automne,22
Nantes,2023-11-27 23:00:00,6.8,62.3,44.1,16.8,0.0,2023-11-27,27,0,11,Automne,23
Nantes,2023-11-28 00:00:00,10.1,33.9,42.0,0.4,0.0,2023-11-28,28,1,11,Automne,0
Nantes,2023-11-28 01:00:00,15.8,35.2,46.0,16.2,0.0,2023-11-28,28,1,11,Automne,1
Nantes,2023-11-28 02:00:00,10.8,50.7,37.0,29.6,14.1,2023-11-28,28,1,11,Automne,2
Nantes,2023-11-28 03:00:00,7.6,67.2,11.0,35.9,0.0,2023-11-28,28,1,11,Automne,3
Nantes,2023-11-28 04:00:00,8.5,74.5,41.7,14.4,0.0,2023-11-28,28,1,11,Automne,4
Nantes,2023-11-28 05:00:00,11.9,52.2,35.8,15.7,0.0,2023-11-28,28,1,11,Automne,5
Nantes,2023-11-28 06:00:00,13.4,85.3,262.0,1.4,0.4,2023-11-28,28,1,11,Automne,6
Nantes,2023-11-28 07:00:00,13.4,63.4,187.8,12.3,0.0,2023-11-28,28,1,11,Automne,7
Nantes,2023-11-28 08:00:00,8.9,84.8,400.2,24.4,0.0,2023-11-28,28,1,11,Automne,8
Nantes,2023-11-28 09:00:00,7.8,72.5,341.3,19.3,0.0,2023-11-28,28,1,11,Automne,9
Nantes,2023-11-28 10:00:00,18.4,58.8,273.3,18.8,0.0,2023-11-28,28,1,11,Automne,10
Nantes,2023-11-28 13:00:00,12.1,52.3,710.3,34.4,0.0,2023-11-28,28,1,11,Automne,13
Nantes,2023-11-28 14:00:00,15.7,78.4,384.0,21.4,0.0,2023-11-28,28,1,11,Automne,14
Nantes,2023-11-28 15:00:00,9.6,37.7,672.9,35.6,0.0,2023-11-28,28,1,11,Automne,15
Nantes,2023-11-28 16:00:00,11.6,87.4,7.2,24.4,0.0,2023-11-28,28,1,11,Automne,16
Nantes,2023-11-28 17:00:00,15.2,70.7,140.4,25.7,0.0,2023-11-28,28,1,11,Automne,17
Nantes,2023-11-28 18:00:00,10.9,63.8,310.4,38.1,13.8,2023-11-28,28,1,11,Automne,18
Nantes,2023-11-28 19:00:00,8.9,48.1,799.9,6.6,0.0,2023-11-28,28,1,11,Automne,19
Nantes,2023-11-28 20:00:00,18.3,36.0,648.7,26.7,0.0,2023-11-28,28,1,11,Automne,20
Nantes,2023-11-28 21:00:00,5.4,44.1,27.5,4.8,9.3,2023-11-28,28,1,11,Automne,21
Nantes,2023-11-28 22:00:00,14.2,77.3,37.7,22.9,0.0,2023-11-28,28,1,11,Automne,22
Nantes,2023-11-28 23:00:00,19.0,51.1,12.2,12.8,0.0,2023-11-28,28,1,11,Automne,23
Nantes,2023-11-29 00:00:00,5.4,41.8,38.5,38.4,0.0,2023-11-29,29,2,11,Automne,0
Nantes,2023-11-29 02:00:00,18.8,38.9,32.4,32.5,7.6,2023-11-29,29,2,11,Automne,2
Nantes,2023-11-29 03:00:00,17.5,69.0,36.3,27.9,0.0,2023-11-29,29,2,11,Automne,3
Nantes,2023-11-29 04:00:00,19.0,64.8,25.3,31.4,0.0,2023-11-29,29,2,11,Automne,4
Nantes,2023-11-29 05:00:00,12.1,75.2,3.2,15.7,12.2,2023-11-29,29,2,11,Automne,5
Nantes,2023-11-29 06:00:00,10.3,69.0,549.5,4.3,0.0,2023-11-29,29,2,11,Automne,6
Nantes,2023-11-29 07:00:00,14.2,34.6,296.4,30.8,0.0,2023-11-29,29,2,11,Automne,7
Nantes,2023-11-29 08:00:00,19.0,58.2,414.1,28.8,3.8,2023-11-29,29,2,11,Automne,8
Nantes,2023-11-29 09:00:00,6.8,84.8,592.9,21.0,14.2,2023-11-29,29,2,11,Automne,9
Nantes,2023-11-29 10:00:00,11.6,58.4,196.8,31.0,5.0,2023-11-29,29,2,11,Automne,10
Nantes,2023-11-29 11:00:00,14.8,32.6,557.3,22.7,0.0,2023-11-29,29,2,11,Automne,11
Nantes,2023-11-29 12:00:00,12.2,79.9,630.3,19.7,0.0,2023-11-29,29,2,11,Automne,12
Nantes,2023-11-29 13:00:00,9.6,77.3,228.0,15.7,0.0,2023-11-29,29,2,11,Automne,13
Nantes,2023-11-29 14:00:00,17.0,50.8,313.5,11.2,9.2,2023-11-29,29,2,11,Automne,14
Nantes,2023-11-29 15:00:00,5.7,36.7,438.4,6.1,0.0,2023-11-29,29,2,11,Automne,15
Nantes,2023-11-29 16:00:00,6.2,84.0,215.9,28.5,0.0,2023-11-29,29,2,11,Automne,16
Nantes,2023-11-29 17:00:00,7.8,57.7,374.0,26.6,0.0,2023-11-29,29,2,11,Automne,17
Nantes,2023-11-29 18:00:00,6.8,52.1,141.4,2.6,0.0,2023-11-29,29,2,11,Automne,18
Nantes,2023-11-29 19:00:00,16.5,77.9,474.9,23.4,0.4,2023-11-29,29,2,11,Automne,19
Nantes,2023-11-29 20:00:00,16.4,93.1,207.2,30.7,0.0,2023-11-29,29,2,11,Automne,20
Nantes,2023-11-29 21:00:00,5.1,58.8,49.0,13.6,5.2,2023-11-29,29,2,11,Automne,21
Nantes,2023-11-29 22:00:00,9.7,40.5,41.2,29.5,0.0,2023-11-29,29,2,11,Automne,22
Nantes,2023-11-29 23:00:00,17.1,35.3,17.1,36.4,1.8,2023-11-29,29,2,11,Automne,23
Nantes,2023-11-30 00:00:00,16.2,53.4,12.9,15.0,0.0,2023-11-30,30,3,11,Automne,0
Nantes,2023-11-30 01:00:00,9.2,55.2,13.9,14.8,0.0,2023-11-30,30,3,11,Automne,1
Nantes,2023-11-30 02:00:00,7.4,68.6,36.0,25.3,0.0,2023-11-30,30,3,11,Automne,2
Nantes,2023-11-30 03:00:00,6.6,41.2,10.3,29.9,10.4,2023-11-30,30,3,11,Automne,3
Nantes,2023-11-30 04:00:00,7.4,69.8,7.5,19.4,13.3,2023-11-30,30,3,11,Automne,4
Nantes,2023-11-30 05:00:00,17.5,78.5,41.0,29.9,0.0,2023-11-30,30,3,11,Automne,5
Nantes,2023-11-30 06:00:00,13.9,43.3,221.2,29.8,9.0,2023-11-30,30,3,11,Automne,6
Nantes,2023-11-30 07:00:00,12.0,46.7,217.8,31.3,0.0,2023-11-30,30,3,11,Automne,7
Nantes,2023-11-30 08:00:00,7.1,59.2,88.4,2.7,0.7,2023-11-30,30,3,11,Automne,8
Nantes,2023-11-30 09:00:00,8.8,50.8,4.3,12.9,5.2,2023-11-30,30,3,11,Automne,9
Nantes,2023-11-30 10:00:00,6.9,59.2,302.3,28.8,13.1,2023-11-30,30,3,11,Automne,10
Nantes,2023-11-30 11:00:00,8.4,86.2,269.3,13.4,8.7,2023-11-30,30,3,11,Automne,11
Nantes,2023-11-30 12:00:00,17.7,55.6,240.5,9.8,10.5,2023-11-30,30,3,11,Automne,12
Nantes,2023-11-30 13:00:00,14.6,67.4,54.8,1.4,0.0,2023-11-30,30,3,11,Automne,13
Nantes,2023-11-30 14:00:00,13.3,46.5,680.2,20.4,0.0,2023-11-30,30,3,11,Automne,14
Nantes,2023-11-30 15:00:00,17.0,33.7,521.1,14.2,0.0,2023-11-30,30,3,11,Automne,15
Nantes,2023-11-30 16:00:00,5.6,40.9,367.8,17.3,13.2,2023-11-30,30,3,11,Automne,16
Nantes,2023-11-30 17:00:00,13.9,94.4,336.3,10.6,0.0,2023-11-30,30,3,11,Automne,17
Nantes,2023-11-30 18:00:00,11.6,71.8,541.2,29.5,0.0,2023-11-30,30,3,11,Automne,18
Nantes,2023-11-30 19:00:00,8.2,94.7,495.5,7.3,0.0,2023-11-30,30,3,11,Automne,19
Nantes,2023-11-30 20:00:00,11.4,36.2,115.2,7.1,0.0,2023-11-30,30,3,11,Automne,20
Nantes,2023-11-30 21:00:00,7.7,33.2,23.8,31.0,0.0,2023-11-30,30,3,11,Automne,21
Nantes,2023-11-30 22:00:00,13.9,93.5,24.3,36.5,0.0,2023-11-30,30,3,11,Automne,22
Nantes,2023-11-30 23:00:00,16.9,49.9,43.9,2.2,0.0,2023-11-30,30,3,11,Automne,23
Nantes,2023-12-01 00:00:00,-0.4,68.0,19.4,31.5,0.0,2023-12-01,1,4,12,Hiver,0
Nantes,2023-12-01 01:00:00,0.8,36.7,29.4,23.8,0.0,2023-12-01,1,4,12,Hiver,1
Nantes,2023-12-01 02:00:00,6.8,59.1,7.1,6.2,0.0,2023-12-01,1,4,12,Hiver,2
Nantes,2023-12-01 03:00:00,9.0,62.5,38.0,21.6,0.0,2023-12-01,1,4,12,Hiver,3
Nantes,2023-12-01 04:00:00,6.6,36.2,46.1,0.1,0.0,2023-12-01,1,4,12,Hiver,4
Nantes,2023-12-01 05:00:00,6.2,61.2,22.3,36.0,10.3,2023-12-01,1,4,12,Hiver,5
Nantes,2023-12-01 06:00:00,7.8,54.0,69.6,29.3,0.0,2023-12-01,1,4,12,Hiver,6
Nantes,2023-12-01 07:00:00,11.6,51.7,21.7,13.6,0.0,2023-12-01,1,4,12,Hiver,7
Nantes,2023-12-01 08:00:00,2.7,47.9,123.2,4.1,0.0,2023-12-01,1,4,12,Hiver,8
Nantes,2023-12-01 09:00:00,7.5,71.5,641.0,20.5,0.0,2023-12-01,1,4,12,Hiver,9
Nantes,2023-12-01 10:00:00,5.7,48.8,772.7,18.0,0.0,2023-12-01,1,4,12,Hiver,10
Nantes,2023-12-01 11:00:00,2.1,47.0,71.6,30.4,8.2,2023-12-01,1,4,12,Hiver,11
Nantes,2023-12-01 12:00:00,3.8,71.1,84.1,0.1,0.0,2023-12-01,1,4,12,Hiver,12
Nantes,2023-12-01 13:00:00,-0.5,57.6,627.1,37.6,0.0,2023-12-01,1,4,12,Hiver,13
Nantes,2023-12-01 14:00:00,10.9,34.1,605.9,1.1,0.0,2023-12-01,1,4,12,Hiver,14
Nantes,2023-12-01 15:00:00,8.3,36.7,632.2,6.3,0.0,2023-12-01,1,4,12,Hiver,15
Nantes,2023-12-01 16:00:00,0.1,66.2,620.1,23.3,0.0,2023-12-01,1,4,12,Hiver,16
Nantes,2023-12-01 17:00:00,0.3,52.1,485.9,6.0,1.9,2023-12-01,1,4,12,Hiver,17
Nantes,2023-12-01 18:00:00,-0.8,53.3,310.9,5.3,0.0,2023-12-01,1,4,12,Hiver,18
Nantes,2023-12-01 19:00:00,3.6,55.4,165.1,20.1,0.0,2023-12-01,1,4,12,Hiver,19
Nantes,2023-12-01 20:00:00,10.4,50.2,541.4,4.0,0.0,2023-12-01,1,4,12,Hiver,20
Nantes,2023-12-01 21:00:00,5.0,61.3,9.7,18.5,0.0,2023-12-01,1,4,12,Hiver,21
Nantes,2023-12-01 22:00:00,8.3,42.0,20.0,27.9,9.0,2023-12-01,1,4,12,Hiver,22
Nantes,2023-12-01 23:00:00,5.2,33.7,30.5,19.6,0.0,2023-12-01,1,4,12,Hiver,23
Nantes,2023-12-02 00:00:00,9.4,86.4,43.7,2.0,0.0,2023-12-02,2,5,12,Hiver,0
Nantes,2023-12-02 01:00:00,3.5,89.1,37.1,33.1,0.0,2023-12-02,2,5,12,Hiver,1
Nantes,2023-12-02 02:00:00,2.2,69.0,14.6,35.2,0.0,2023-12-02,2,5,12,Hiver,2
Nantes,2023-12-02 04:00:00,3.3,69.3,3.7,6.5,0.0,2023-12-02,2,5,12,Hiver,4
Nantes,2023-12-02 05:00:00,5.7,50.2,16.7,1.5,0.0,2023-12-02,2,5,12,Hiver,5
Nantes,2023-12-02 06:00:00,-1.8,35.6,281.1,13.1,10.5,2023-12-02,2,5,12,Hiver,6
Nantes,2023-12-02 07:00:00,8.7,64.0,464.7,23.0,0.0,2023-12-02,2,5,12,Hiver,7
Nantes,2023-12-02 08:00:00,0.7,36.9,522.0,25.8,1.7,2023-12-02,2,5,12,Hiver,8
Nantes,2023-12-02 09:00:00,3.3,32.8,782.0,36.7,0.0,2023-12-02,2,5,12,Hiver,9
Nantes,2023-12-02 10:00:00,4.1,55.5,157.7,28.0,12.9,2023-12-02,2,5,12,Hiver,10
Nantes,2023-12-02 11:00:00,10.5,67.3,618.7,18.2,0.0,2023-12-02,2,5,12,Hiver,11
Nantes,2023-12-02 12:00:00,10.9,59.6,372.9,12.6,0.0,2023-12-02,2,5,12,Hiver,12
Nantes,2023-12-02 13:00:00,4.2,47.0,557.3,32.9,3.3,2023-12-02,2,5,12,Hiver,13
Nantes,2023-12-02 14:00:00,3.4,34.0,713.3,39.4,0.0,2023-12-02,2,5,12,Hiver,14
Nantes,2023-12-02 15:00:00,5.7,72.6,571.4,28.3,0.0,2023-12-02,2,5,12,Hiver,15
Nantes,2023-12-02 16:00:00,-1.5,91.5,410.2,22.6,4.2,2023-12-02,2,5,12,Hiver,16
Nantes,2023-12-02 17:00:00,3.6,33.9,124.6,38.6,0.0,2023-12-02,2,5,12,Hiver,17
Nantes,2023-12-02 18:00:00,7.0,64.2,58.7,29.4,8.9,2023-12-02,2,5,12,Hiver,18
Nantes,2023-12-02 20:00:00,10.0,94.0,71.7,3.5,0.0,2023-12-02,2,5,12,Hiver,20
Nantes,2023-12-02 21:00:00,-1.3,46.7,22.8,36.6,0.0,2023-12-02,2,5,12,Hiver,21
Nantes,2023-12-02 22:00:00,11.7,31.5,13.4,30.8,0.0,2023-12-02,2,5,12,Hiver,22
Nantes,2023-12-02 23:00:00,5.5,94.5,12.0,39.0,1.4,2023-12-02,2,5,12,Hiver,23
Nantes,2023-12-03 00:00:00,4.6,71.0,29.7,25.3,0.0,2023-12-03,3,6,12,Hiver,0
Nantes,2023-12-03 01:00:00,2.2,100.0,20.7,35.4,0.0,2023-12-03,3,6,12,Hiver,1
Nantes,2023-12-03 02:00:00,7.4,91.4,25.6,19.8,1.1,2023-12-03,3,6,12,Hiver,2
Nantes,2023-12-03 03:00:00,3.4,80.8,27.1,30.0,0.0,2023-12-03,3,6,12,Hiver,3
Nantes,2023-12-03 04:00:00,6.9,88.9,1.4,21.3,9.5,2023-12-03,3,6,12,Hiver,4
Nantes,2023-12-03 05:00:00,6.7,81.4,7.8,12.7,0.0,2023-12-03,3,6,12,Hiver,5
Nantes,2023-12-03 06:00:00,2.3,65.1,419.6,21.0,0.0,2023-12-03,3,6,12,Hiver,6
Nantes,2023-12-03 07:00:00,7.0,65.7,754.6,23.1,0.0,2023-12-03,3,6,12,Hiver,7
Nantes,2023-12-03 08:00:00,1.8,75.6,299.3,32.5,0.0,2023-12-03,3,6,12,Hiver,8
Nantes,2023-12-03 09:00:00,-1.8,64.6,20.1,16.7,12.1,2023-12-03,3,6,12,Hiver,9
Nantes,2023-12-03 10:00:00,5.4,61.3,78.1,28.7,0.0,2023-12-03,3,6,12,Hiver,10
Nantes,2023-12-03 12:00:00,0.9,51.3,463.1,23.3,0.0,2023-12-03,3,6,12,Hiver,12
Nantes,2023-12-03 13:00:00,-0.5,80.6,607.8,28.5,0.0,2023-12-03,3,6,12,Hiver,13
Nantes,2023-12-03 14:00:00,5.9,55.3,643.0,18.7,5.7,2023-12-03,3,6,12,Hiver,14
Nantes,2023-12-03 15:00:00,8.8,31.5,323.2,31.4,0.0,2023-12-03,3,6,12,Hiver,15
Nantes,2023-12-03 16:00:00,6.5,72.1,235.5,33.6,0.0,2023-12-03,3,6,12,Hiver,16
Nantes,2023-12-03 17:00:00,-1.0,35.5,324.3,7.2,0.0,2023-12-03,3,6,12,Hiver,17
Nantes,2023-12-03 18:00:00,8.2,53.9,18.4,17.5,0.0,2023-12-03,3,6,12,Hiver,18
Nantes,2023-12-03 19:00:00,2.4,48.3,479.2,27.4,0.0,2023-12-03,3,6,12,Hiver,19
Nantes,2023-12-03 20:00:00,6.1,90.3,258.3,21.6,0.0,2023-12-03,3,6,12,Hiver,20
Nantes,2023-12-03 21:00:00,3.9,84.8,26.3,26.4,14.2,2023-12-03,3,6,12,Hiver,21
Nantes,2023-12-03 23:00:00,-1.3,73.3,47.8,33.6,0.0,2023-12-03,3,6,12,Hiver,23
Nantes,2023-12-04 00:00:00,0.2,36.5,34.1,21.1,3.4,2023-12-04,4,0,12,Hiver,0
Nantes,2023-12-04 02:00:00,4.8,90.9,47.1,16.8,14.5,2023-12-04,4,0,12,Hiver,2
Nantes,2023-12-04 03:00:00,5.0,93.6,3.7,5.6,0.0,2023-12-04,4,0,12,Hiver,3
Nantes,2023-12-04 04:00:00,2.4,36.9,9.1,33.1,0.0,2023-12-04,4,0,12,Hiver,4
Nantes,2023-12-04 05:00:00,8.0,55.1,23.2,18.7,0.0,2023-12-04,4,0,12,Hiver,5
Nantes,2023-12-04 07:00:00,8.6,57.9,393.3,7.1,11.1,2023-12-04,4,0,12,Hiver,7
Nantes,2023-12-04 08:00:00,0.4,39.0,612.2,22.2,0.0,2023-12-04,4,0,12,Hiver,8
Nantes,2023-12-04 09:00:00,3.2,53.4,49.2,16.3,0.0,2023-12-04,4,0,12,Hiver,9
Nantes,2023-12-04 10:00:00,-0.6,68.6,725.8,31.5,0.0,2023-12-04,4,0,12,Hiver,10
Nantes,2023-12-04 11:00:00,3.9,85.6,558.8,7.5,0.0,2023-12-04,4,0,12,Hiver,11
Nantes,2023-12-04 12:00:00,11.1,37.0,349.1,25.4,0.0,2023-12-04,4,0,12,Hiver,12
Nantes,2023-12-04 13:00:00,7.0,67.0,100.5,25.0,0.0,2023-12-04,4,0,12,Hiver,13
Nantes,2023-12-04 14:00:00,8.4,56.2,437.4,30.3,0.0,2023-12-04,4,0,12,Hiver,14
Nantes,2023-12-04 15:00:00,-1.7,60.3,774.3,10.5,0.0,2023-12-04,4,0,12,Hiver,15
Nantes,2023-12-04 16:00:00,1.9,68.1,175.9,0.0,0.0,2023-12-04,4,0,12,Hiver,16
Nantes,2023-12-04 17:00:00,-0.7,40.9,648.2,9.1,5.9,2023-12-04,4,0,12,Hiver,17
Nantes,2023-12-04 18:00:00,7.3,87.3,286.1,33.2,0.0,2023-12-04,4,0,12,Hiver,18
Nantes,2023-12-04 19:00:00,-1.7,62.9,122.9,2.0,0.0,2023-12-04,4,0,12,Hiver,19
Nantes,2023-12-04 20:00:00,3.4,81.8,137.3,27.7,0.0,2023-12-04,4,0,12,Hiver,20
Nantes,2023-12-04 21:00:00,-0.8,66.3,2.5,2.7,1.2,2023-12-04,4,0,12,Hiver,21
Nantes,2023-12-04 22:00:00,0.8,39.0,11.2,13.7,0.0,2023-12-04,4,0,12,Hiver,22
Nantes,2023-12-04 23:00:00,7.9,44.7,43.5,23.2,10.5,2023-12-04,4,0,12,Hiver,23
Nantes,2023-12-05 00:00:00,9.6,34.4,41.0,25.2,0.0,2023-12-05,5,1,12,Hiver,0
Nantes,2023-12-05 01:00:00,-0.5,53.7,34.8,14.7,14.3,2023-12-05,5,1,12,Hiver,1
Nantes,2023-12-05 02:00:00,6.1,67.7,49.1,21.0,0.0,2023-12-05,5,1,12,Hiver,2
Nantes,2023-12-05 03:00:00,0.2,41.1,31.3,17.8,0.0,2023-12-05,5,1,12,Hiver,3
Nantes,2023-12-05 04:00:00,4.4,70.9,36.8,3.5,13.6,2023-12-05,5,1,12,Hiver,4
Nantes,2023-12-05 05:00:00,4.6,76.6,9.2,6.9,0.0,2023-12-05,5,1,12,Hiver,5
Nantes,2023-12-05 06:00:00,9.6,56.4,293.4,21.6,0.0,2023-12-05,5,1,12,Hiver,6
Nantes,2023-12-05 07:00:00,11.3,69.4,171.4,19.0,0.0,2023-12-05,5,1,12,Hiver,7
Nantes,2023-12-05 08:00:00,4.2,87.1,693.8,21.0,3.1,2023-12-05,5,1,12,Hiver,8
Nantes,2023-12-05 09:00:00,10.1,89.8,297.8,6.3,0.0,2023-12-05,5,1,12,Hiver,9
Nantes,2023-12-05 10:00:00,12.0,69.0,464.7,4.4,0.0,2023-12-05,5,1,12,Hiver,10
Nantes,2023-12-05 11:00:00,9.5,64.4,378.54999999999995,23.3,0.0,2023-12-05,5,1,12,Hiver,11
Nantes,2023-12-05 12:00:00,4.1,38.9,292.4,14.1,0.0,2023-12-05,5,1,12,Hiver,12
Nantes,2023-12-05 13:00:00,4.1,51.6,791.8,19.5,2.2,2023-12-05,5,1,12,Hiver,13
Nantes,2023-12-05 14:00:00,8.2,30.3,346.2,21.8,13.0,2023-12-05,5,1,12,Hiver,14
Nantes,2023-12-05 15:00:00,10.6,52.0,35.7,7.5,0.0,2023-12-05,5,1,12,Hiver,15
Nantes,2023-12-05 17:00:00,-0.5,84.1,233.1,22.1,0.0,2023-12-05,5,1,12,Hiver,17
Nantes,2023-12-05 18:00:00,11.1,50.3,538.8,9.7,0.0,2023-12-05,5,1,12,Hiver,18
Nantes,2023-12-05 19:00:00,3.3,30.6,640.8,32.4,0.0,2023-12-05,5,1,12,Hiver,19
Nantes,2023-12-05 20:00:00,2.6,35.6,749.3,32.3,0.6,2023-12-05,5,1,12,Hiver,20
Nantes,2023-12-05 21:00:00,2.5,70.9,2.8,33.1,3.4,2023-12-05,5,1,12,Hiver,21
Nantes,2023-12-05 22:00:00,10.3,84.8,14.3,3.2,0.0,2023-12-05,5,1,12,Hiver,22
Nantes,2023-12-05 23:00:00,0.8,87.7,10.8,26.7,1.3,2023-12-05,5,1,12,Hiver,23
Nantes,2023-12-06 00:00:00,-0.4,37.4,44.1,25.8,10.7,2023-12-06,6,2,12,Hiver,0
Nantes,2023-12-06 01:00:00,5.9,85.8,33.6,24.4,0.0,2023-12-06,6,2,12,Hiver,1
Nantes,2023-12-06 03:00:00,3.9,41.8,19.6,4.6,0.0,2023-12-06,6,2,12,Hiver,3
Nantes,2023-12-06 04:00:00,5.5,51.3,24.2,30.6,0.0,2023-12-06,6,2,12,Hiver,4
Nantes,2023-12-06 05:00:00,-0.8,60.9,1.5,36.3,0.0,2023-12-06,6,2,12,Hiver,5
Nantes,2023-12-06 06:00:00,1.8,84.9,742.7,25.0,0.0,2023-12-06,6,2,12,Hiver,6
Nantes,2023-12-06 07:00:00,4.7,67.8,151.5,25.8,0.0,2023-12-06,6,2,12,Hiver,7
Nantes,2023-12-06 08:00:00,3.3,93.1,250.2,9.5,8.5,2023-12-06,6,2,12,Hiver,8
Nantes,2023-12-06 09:00:00,1.3,58.2,92.8,7.2,6.3,2023-12-06,6,2,12,Hiver,9
Nantes,2023-12-06 10:00:00,4.3,75.3,723.5,21.6,0.0,2023-12-06,6,2,12,Hiver,10
Nantes,2023-12-06 11:00:00,9.7,46.3,292.1,11.6,0.0,2023-12-06,6,2,12,Hiver,11
Nantes,2023-12-06 12:00:00,6.7,48.9,141.1,23.7,0.0,2023-12-06,6,2,12,Hiver,12
Nantes,2023-12-06 13:00:00,2.9,64.9,17.1,30.0,0.0,2023-12-06,6,2,12,Hiver,13
Nantes,2023-12-06 14:00:00,2.3,40.6,604.7,37.7,0.0,2023-12-06,6,2,12,Hiver,14
Nantes,2023-12-06 15:00:00,-0.4,53.6,759.8,11.8,0.0,2023-12-06,6,2,12,Hiver,15
Nantes,2023-12-06 16:00:00,2.8,43.4,437.4,19.9,0.0,2023-12-06,6,2,12,Hiver,16
Nantes,2023-12-06 17:00:00,11.2,88.4,537.7,21.9,0.0,2023-12-06,6,2,12,Hiver,17
Nantes,2023-12-06 18:00:00,5.8,69.8,92.0,26.6,2.9,2023-12-06,6,2,12,Hiver,18
Nantes,2023-12-06 19:00:00,8.4,45.2,430.3,26.4,0.0,2023-12-06,6,2,12,Hiver,19
Nantes,2023-12-06 20:00:00,3.6,34.1,515.5,22.9,0.0,2023-12-06,6,2,12,Hiver,20
Nantes,2023-12-06 21:00:00,6.6,80.1,26.2,8.4,0.0,2023-12-06,6,2,12,Hiver,21
Nantes,2023-12-06 22:00:00,9.7,56.0,27.9,5.5,0.0,2023-12-06,6,2,12,Hiver,22
Nantes,2023-12-06 23:00:00,7.3,80.5,29.5,37.3,14.9,2023-12-06,6,2,12,Hiver,23
Nantes,2023-12-07 00:00:00,1.9,46.0,26.6,22.7,0.0,2023-12-07,7,3,12,Hiver,0
Nantes,2023-12-07 02:00:00,-0.8,63.8,15.9,22.6,0.0,2023-12-07,7,3,12,Hiver,2
Nantes,2023-12-07 03:00:00,6.4,63.1,44.8,20.3,0.0,2023-12-07,7,3,12,Hiver,3
Nantes,2023-12-07 04:00:00,-1.6,38.1,24.4,14.6,0.0,2023-12-07,7,3,12,Hiver,4
Nantes,2023-12-07 05:00:00,2.2,65.9,32.6,3.7,0.0,2023-12-07,7,3,12,Hiver,5
Nantes,2023-12-07 06:00:00,-1.8,68.5,498.2,18.9,0.0,2023-12-07,7,3,12,Hiver,6
Nantes,2023-12-07 07:00:00,11.2,66.4,3.8,7.2,0.0,2023-12-07,7,3,12,Hiver,7
Nantes,2023-12-07 08:00:00,7.1,42.5,50.65,20.8,0.0,2023-12-07,7,3,12,Hiver,8
Nantes,2023-12-07 09:00:00,6.3,77.9,97.5,21.5,0.0,2023-12-07,7,3,12,Hiver,9
Nantes,2023-12-07 10:00:00,3.2,33.4,7.4,38.5,0.0,2023-12-07,7,3,12,Hiver,10
Nantes,2023-12-07 11:00:00,4.1,76.6,678.6,20.8,0.8,2023-12-07,7,3,12,Hiver,11
Nantes,2023-12-07 12:00:00,10.2,68.4,247.6,15.5,0.0,2023-12-07,7,3,12,Hiver,12
Nantes,2023-12-07 13:00:00,8.0,91.1,535.7,24.8,0.0,2023-12-07,7,3,12,Hiver,13
Nantes,2023-12-07 14:00:00,10.5,72.8,297.7,15.1,0.7,2023-12-07,7,3,12,Hiver,14
Nantes,2023-12-07 15:00:00,11.1,72.9,398.0,13.1,7.6,2023-12-07,7,3,12,Hiver,15
Nantes,2023-12-07 16:00:00,1.0,68.8,448.8,29.8,0.0,2023-12-07,7,3,12,Hiver,16
Nantes,2023-12-07 17:00:00,12.0,51.4,703.6,17.9,5.4,2023-12-07,7,3,12,Hiver,17
Nantes,2023-12-07 18:00:00,11.8,84.2,191.4,5.2,0.0,2023-12-07,7,3,12,Hiver,18
Nantes,2023-12-07 19:00:00,9.6,45.8,560.5,5.8,14.9,2023-12-07,7,3,12,Hiver,19
Nantes,2023-12-07 20:00:00,0.7,48.5,319.1,37.6,7.9,2023-12-07,7,3,12,Hiver,20
Nantes,2023-12-07 21:00:00,5.1,50.7,36.6,9.5,12.7,2023-12-07,7,3,12,Hiver,21
